,country,2013,2014,2015,2016,2017,2018,2019,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,G4,Density (persons per sq. km.),Area (sq. km.),Population,Gdp,V2Peedueq Osp,V2X Feduni,V2Xdd Dd,cluster
508,Moldova,0,0,0,0,1,0,0,4,3,3,4,3,2,3,3,1,1,2,3,3,4,3,3,2,1,1,2,2,3,2,2,2,105.6,32891,3474121,9669759987.0,2.271,0.42100000000000004,0.0,0
706,Moldova,0,0,0,1,0,0,0,4,3,3,4,3,1,3,3,0,1,2,3,3,3,3,3,2,2,1,2,2,3,2,2,2,106.7,32891,3510485,8071480541.0,2.595,0.402,0.0,0
905,Moldova,0,0,1,0,0,0,0,4,3,3,4,3,2,3,4,1,1,2,3,3,3,3,3,2,2,1,2,2,3,2,2,2,107.8,32891,3546847,7745231660.0,2.559,0.446,0.0,0
1104,Moldova,0,1,0,0,0,0,0,4,4,3,4,3,2,3,4,1,1,2,3,3,3,3,3,2,2,1,2,2,3,2,2,2,108.9,32891,3583288,9510219299.0,2.772,0.44299999999999995,0.0,0
1303,Moldova,1,0,0,0,0,0,0,4,4,3,4,3,2,3,4,1,1,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,110.1,32891,3619925,9496684701.0,2.772,0.44299999999999995,0.0,0
312,Mongolia,0,0,0,0,0,1,0,4,4,3,4,4,4,4,4,2,3,3,4,4,3,4,4,3,3,3,3,3,4,3,3,2,2.0,1553556,3103428,13108769496.0,2.87,0.655,0.0,0
510,Mongolia,0,0,0,0,1,0,0,4,4,3,4,4,4,4,4,2,3,3,4,4,3,4,4,3,3,3,3,3,4,3,3,2,2.0,1553556,3068243,11425755280.0,2.8689999999999998,0.657,0.0,0
708,Mongolia,0,0,0,1,0,0,0,4,4,3,4,4,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,2,2.0,1553556,3031330,11186734674.0,2.8689999999999998,0.594,0.0,0
907,Mongolia,0,0,1,0,0,0,0,4,4,3,4,4,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,2,1.9,1553556,2992908,11749620620.0,2.7710000000000004,0.6409999999999999,0.0,0
1106,Mongolia,0,1,0,0,0,0,0,4,4,3,4,4,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,2,1.9,1553556,2953190,12226514722.0,2.764,0.84,0.0,0
1305,Mongolia,1,0,0,0,0,0,0,4,4,3,4,4,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,2,1.9,1553556,2912192,12582122604.0,2.765,0.838,0.0,0
313,Montenegro,0,0,0,0,0,1,0,3,2,3,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,45.7,13452,614249,5506766651.0,3.627,0.473,0.109,0
511,Montenegro,0,0,0,0,1,0,0,3,2,3,3,2,3,3,3,2,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,3,45.8,13452,616289,4856632399.0,3.11,0.47100000000000003,0.11599999999999999,0
709,Montenegro,0,0,0,1,0,0,0,3,3,3,3,2,3,3,3,2,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,3,46.0,13452,618125,4377033429.0,3.569,0.47,0.12300000000000001,0
908,Montenegro,0,0,1,0,0,0,0,3,3,3,3,2,3,3,3,2,2,2,3,3,4,4,3,3,2,2,3,3,3,3,3,3,46.1,13452,619722,4054712083.0,3.569,0.47,0.13,0
1107,Montenegro,0,1,0,0,0,0,0,3,3,3,3,2,3,3,3,2,2,3,3,3,4,4,3,3,2,2,3,3,3,3,3,3,46.2,13452,620896,4594024180.0,3.569,0.47,0.13699999999999998,0
1306,Montenegro,1,0,0,0,0,0,0,3,3,3,3,2,3,3,3,2,2,3,3,3,4,4,3,3,2,2,3,3,3,3,3,3,46.2,13452,621602,4466039315.0,3.569,0.47,0.14400000000000002,0
116,Morocco,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,78.9,446300,35220854,119000000000.0,1.554,0.703,0.0,0
314,Morocco,0,0,0,0,0,1,0,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,78.1,446300,34871495,118000000000.0,1.406,0.703,0.0,0
512,Morocco,0,0,0,0,1,0,0,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,77.3,446300,34513849,110000000000.0,1.1540000000000001,0.703,0.0,0
710,Morocco,0,0,0,1,0,0,0,1,2,2,2,2,1,2,1,1,1,1,2,2,3,1,2,2,1,2,2,1,2,2,2,1,76.5,446300,34148763,103000000000.0,1.037,0.705,0.0,0
909,Morocco,0,0,1,0,0,0,0,1,2,2,2,2,1,2,1,1,1,1,2,2,3,2,2,2,1,2,2,1,2,2,2,1,75.7,446300,33777405,101000000000.0,1.037,0.441,0.0,0
1108,Morocco,0,1,0,0,0,0,0,1,2,2,2,2,1,2,1,1,1,1,2,2,3,2,2,2,1,2,2,1,2,2,2,1,74.8,446300,33400599,110000000000.0,0.96,0.304,0.0,0
315,Mozambique,0,0,0,0,0,1,0,2,2,2,2,2,2,3,2,1,2,2,3,2,2,2,3,2,2,2,1,2,3,2,2,2,36.3,786380,28556701,14717223207.0,1.111,0.503,0.0,0
513,Mozambique,0,0,0,0,1,0,0,2,2,2,2,2,2,3,2,1,2,2,4,2,3,2,3,2,2,2,1,2,2,2,2,2,35.4,786380,27809441,13219084261.0,1.105,0.503,0.0,0
711,Mozambique,0,0,0,1,0,0,0,2,2,2,2,2,3,3,2,2,2,2,4,2,3,2,3,2,2,2,1,2,3,2,2,2,34.4,786380,27087343,11936999283.0,1.005,0.503,0.0,0
910,Mozambique,0,0,1,0,0,0,0,2,2,2,2,2,3,3,3,2,2,3,4,2,3,2,3,2,2,2,1,2,3,2,2,2,33.6,786380,26386824,15950969019.0,0.946,0.501,0.0,0
1109,Mozambique,0,1,0,0,0,0,0,2,2,2,2,2,3,3,3,2,2,3,4,2,3,2,3,2,2,2,1,2,3,2,2,2,32.7,786380,25695578,17716084108.0,0.946,0.501,0.0,0
1308,Mozambique,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,2,2,2,31.8,786380,25009061,16974320551.0,0.946,0.501,0.0,0
316,Namibia,0,0,0,0,0,1,0,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,3,2,2,3.1,823290,2533224,13454211124.0,0.867,0.8640000000000001,0.0,0
514,Namibia,0,0,0,0,1,0,0,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,3,2,2,3.0,823290,2484780,12741746434.0,1.0659999999999998,0.858,0.0,0
712,Namibia,0,0,0,1,0,0,0,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,3,2,2,3.0,823290,2436469,10665634661.0,1.187,0.9179999999999999,0.0,0
911,Namibia,0,0,1,0,0,0,0,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,2,2,2,2.9,823290,2388360,11272143550.0,1.187,0.9179999999999999,0.0,0
1110,Namibia,0,1,0,0,0,0,0,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,2,2,2,2.8,823290,2340492,12356482878.0,1.187,0.9179999999999999,0.0,0
1309,Namibia,1,0,0,0,0,0,0,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,2,2,2,2.8,823290,2292905,12011207762.0,1.187,0.9179999999999999,0.0,0
120,Nepal,0,0,0,0,0,0,1,3,4,3,3,3,2,2,3,1,1,2,2,2,3,2,2,2,2,1,2,1,3,2,2,1,209.5,143351,30032493,30641380604.0,0.9540000000000001,0.9109999999999999,0.0,0
318,Nepal,0,0,0,0,0,1,0,3,4,3,3,3,2,2,3,1,1,3,2,2,3,2,2,2,2,1,2,1,3,2,2,1,207.3,143351,29717587,29173513476.0,0.889,0.922,0.0,0
516,Nepal,0,0,0,0,1,0,0,3,3,3,3,3,2,2,3,1,1,2,2,2,3,1,2,2,2,1,2,1,3,2,2,1,205.0,143351,29384297,25180583770.0,1.0490000000000002,0.9,0.0,0
714,Nepal,0,0,0,1,0,0,0,3,3,3,3,3,2,3,3,1,1,2,2,2,3,1,2,2,2,1,1,1,2,2,2,1,202.5,143351,29033914,21185922408.0,0.8590000000000001,0.287,0.0,0
913,Nepal,0,0,1,0,0,0,0,3,3,2,3,3,2,3,3,1,1,2,2,2,3,2,2,2,2,1,1,1,2,2,2,1,200.1,143351,28678486,21410840909.0,0.93,0.278,0.0,0
1112,Nepal,0,1,0,0,0,0,0,3,3,2,3,3,2,3,2,1,1,2,2,2,3,2,2,2,2,1,1,1,2,2,2,1,197.5,143351,28311268,20002968838.0,0.9309999999999999,0.0,0.0,0
319,Netherlands,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,506.0,33893,17151228,914000000000.0,3.535,0.9009999999999999,0.0,0
517,Netherlands,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,504.1,33893,17084719,834000000000.0,3.469,0.9,0.0,0
715,Netherlands,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,502.1,33893,17016967,784000000000.0,3.46,0.9109999999999999,0.0,0
914,Netherlands,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,500.0,33893,16947904,765000000000.0,3.46,0.9109999999999999,0.0,0
1113,Netherlands,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,498.0,33893,16877351,891000000000.0,3.475,0.9109999999999999,0.0,0
1312,Netherlands,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,495.8,33893,16805037,877000000000.0,3.475,0.9109999999999999,0.0,0
320,New Zealand,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,18.1,264537,4779949,208000000000.0,3.5810000000000004,0.483,0.384,0
518,New Zealand,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,17.8,264537,4700525,205000000000.0,3.57,0.483,0.406,0
716,New Zealand,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,17.4,264537,4614016,188000000000.0,3.5980000000000003,0.48700000000000004,0.406,0
915,New Zealand,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,17.1,264537,4525113,177000000000.0,3.5980000000000003,0.48700000000000004,0.406,0
1114,New Zealand,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,16.8,264537,4442509,201000000000.0,3.5980000000000003,0.48700000000000004,0.406,0
1313,New Zealand,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,16.5,264537,4377391,191000000000.0,3.5980000000000003,0.48700000000000004,0.406,0
321,Nicaragua,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,4,3,3,2,1,2,1,1,2,2,3,3,2,2,50.7,119990,6085213,13063873078.0,1.177,0.38,0.0,0
519,Nicaragua,0,0,0,0,1,0,0,1,1,1,1,1,1,3,1,2,2,1,4,3,3,2,1,2,1,2,2,2,3,3,2,2,50.2,119990,6025951,13785943183.0,1.187,0.40299999999999997,0.0,0
717,Nicaragua,0,0,0,1,0,0,0,2,2,2,2,1,1,3,2,2,2,2,4,3,3,2,2,2,1,2,2,2,3,3,2,2,49.7,119990,5966798,13286048705.0,1.1520000000000001,0.377,0.0,0
916,Nicaragua,0,0,1,0,0,0,0,2,2,2,2,1,1,3,2,2,2,2,4,3,3,2,2,2,1,2,2,2,3,3,2,2,49.2,119990,5907881,12756706583.0,1.1520000000000001,0.381,0.0,0
1115,Nicaragua,0,1,0,0,0,0,0,2,2,2,2,1,1,3,2,2,2,2,4,3,3,2,2,2,1,2,2,2,3,3,2,2,48.7,119990,5848641,11880472593.0,1.1520000000000001,0.381,0.0,0
1314,Nicaragua,1,0,0,0,0,0,0,2,2,2,2,1,1,3,2,1,1,2,4,3,3,2,2,2,1,2,2,2,3,3,1,2,48.2,119990,5788531,10982979274.0,1.1520000000000001,0.381,0.0,0
322,Niger,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,2,2,2,1,1,16.7,1266700,21157674,12826750567.0,0.95,0.0,0.0,0
520,Niger,0,0,0,0,1,0,0,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,1,2,2,1,1,16.1,1266700,20391729,11166063887.0,0.9440000000000001,0.0,0.0,0
718,Niger,0,0,0,1,0,0,0,3,3,2,3,2,2,2,3,2,2,2,3,3,3,2,2,2,1,2,1,1,2,2,1,1,15.5,1266700,19638820,10284627190.0,1.038,0.195,0.0,0
917,Niger,0,0,1,0,0,0,0,3,3,3,3,3,2,2,3,2,2,2,3,3,3,3,2,3,1,2,1,1,2,2,1,1,14.9,1266700,18889124,9667589437.0,1.038,0.48,0.0,0
1116,Niger,0,1,0,0,0,0,0,3,3,3,3,3,2,2,3,2,2,2,3,3,3,3,2,3,1,2,1,1,2,2,1,1,14.3,1266700,18175709,10815312544.0,1.038,0.479,0.0,0
1315,Niger,1,0,0,0,0,0,0,3,3,3,3,3,2,2,3,2,2,2,3,3,3,3,2,3,1,2,1,1,2,2,1,1,13.8,1266700,17504735,10156855204.0,1.038,0.479,0.0,0
125,Nigeria,0,0,0,0,0,0,1,3,3,3,3,3,2,2,2,2,2,2,1,3,3,2,2,3,2,1,0,1,1,2,1,1,229.1,910768,208679114,448000000000.0,1.463,0.971,0.0,0
323,Nigeria,0,0,0,0,0,1,0,3,3,3,3,3,2,2,2,2,2,2,1,3,3,2,2,3,2,1,0,1,1,2,1,1,223.4,910768,203452505,398000000000.0,1.071,0.971,0.0,0
521,Nigeria,0,0,0,0,1,0,0,3,3,3,3,3,2,2,2,2,2,2,1,3,3,2,2,3,2,1,0,1,1,2,1,1,217.8,910768,198346055,376000000000.0,1.07,0.97,0.0,0
719,Nigeria,0,0,0,1,0,0,0,3,3,3,3,3,2,2,2,2,1,2,1,3,3,2,2,3,2,1,0,1,1,2,1,1,212.5,910768,193498305,405000000000.0,1.063,0.9540000000000001,0.0,0
1117,Nigeria,0,1,0,0,0,0,0,2,2,2,3,2,2,2,2,1,2,2,1,3,3,2,2,3,2,1,0,1,1,2,2,1,202.3,910768,184219070,568000000000.0,1.2009999999999998,0.968,0.0,0
1316,Nigeria,1,0,0,0,0,0,0,2,2,2,3,2,2,2,2,1,2,2,1,3,3,2,2,3,2,1,0,1,1,2,2,1,197.2,910768,179570054,515000000000.0,1.2009999999999998,0.968,0.0,0
127,North Macedonia,0,0,0,0,0,0,1,1,2,3,3,2,2,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,83.5,25433,2122693,12694823394.0,2.4130000000000003,0.491,0.27899999999999997,0
523,North Macedonia,0,0,0,0,1,0,0,2,1,3,3,2,2,3,1,2,2,2,3,3,2,3,3,2,2,2,2,2,3,3,2,2,83.2,25433,2114760,11307058382.0,2.397,0.49,0.16899999999999998,0
721,North Macedonia,0,0,0,1,0,0,0,2,1,3,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,1,2,3,3,2,2,83.0,25433,2110205,10672471861.0,2.417,0.493,0.184,0
920,North Macedonia,0,0,1,0,0,0,0,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,82.8,25433,2105107,10064515432.0,2.574,0.494,0.19899999999999998,0
1119,North Macedonia,0,1,0,0,0,0,0,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,2,82.6,25433,2099581,11362272838.0,2.574,0.494,0.214,0
1318,North Macedonia,1,0,0,0,0,0,0,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,2,82.3,25433,2094132,10817712139.0,2.574,0.494,0.22899999999999998,0
326,Northern Cyprus,0,0,0,0,0,1,0,4,4,3,4,4,3,2,3,2,2,4,3,4,4,4,4,3,4,3,3,3,3,3,3,2,133.9,9241,1237088,24961995749.0,3.76,0.451,0.0,0
524,Northern Cyprus,0,0,0,0,1,0,0,4,4,3,4,4,2,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,132.2,9241,1221549,22638608224.0,3.766,0.45899999999999996,0.0,0
722,Northern Cyprus,0,0,0,1,0,0,0,4,4,3,4,4,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,130.5,9241,1205575,20890936462.0,3.745,0.456,0.0,0
921,Northern Cyprus,0,0,1,0,0,0,0,4,4,3,4,4,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,128.7,9241,1189197,19779150116.0,3.745,0.456,0.0,0
1120,Northern Cyprus,0,1,0,0,0,0,0,4,4,3,4,4,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,126.9,9241,1172458,23128114787.0,3.745,0.456,0.0,0
1319,Northern Cyprus,1,0,0,0,0,0,0,4,4,3,4,4,2,2,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,125.0,9241,1155403,23900872626.0,3.7539999999999996,0.456,0.0,0
327,Norway,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17.7,304282,5372191,434000000000.0,3.847,0.96,0.015,0
525,Norway,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17.5,304282,5320045,398000000000.0,3.859,0.963,0.015,0
723,Norway,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17.3,304282,5265158,369000000000.0,3.859,0.96,0.015,0
922,Norway,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17.1,304282,5207689,386000000000.0,3.859,0.96,0.015,0
1121,Norway,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16.9,304282,5147792,498000000000.0,3.863,0.96,0.015,0
1320,Norway,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16.7,304282,5085582,523000000000.0,3.863,0.96,0.015,0
328,Oman,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,0,1,2,1,1,0,1,2,0,1,2,1,1,2,1,1,11.3,309500,3494116,79275422627.0,3.053,0.35,0.0,0
526,Oman,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,2,1,1,0,1,2,0,1,2,1,1,2,1,1,11.1,309500,3424386,70600000000.0,3.053,0.35,0.0,0
724,Oman,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,1,2,1,1,0,1,2,0,1,2,1,1,2,1,1,10.8,309500,3355262,65481144343.0,2.865,0.35,0.0,0
923,Oman,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2,0,1,2,1,1,0,1,2,0,1,2,1,1,2,1,1,10.6,309500,3286936,68400260078.0,2.865,0.35,0.0,0
1122,Oman,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,1,2,1,1,0,1,2,0,1,2,1,1,2,1,1,10.4,309500,3219775,81076462939.0,2.863,0.35,0.0,0
1321,Oman,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,1,2,1,1,0,1,2,0,1,2,1,1,2,1,1,10.2,309500,3154134,78784395319.0,2.861,0.35,0.0,0
329,Pakistan,0,0,0,0,0,1,0,2,2,2,3,3,1,1,1,1,3,2,1,2,2,3,1,2,2,1,1,1,2,2,1,1,290.5,770875,223950285,315000000000.0,0.311,0.5720000000000001,0.0,0
527,Pakistan,0,0,0,0,1,0,0,3,2,2,3,3,1,1,2,1,3,1,1,2,2,3,1,2,2,1,0,1,2,2,1,1,284.4,770875,219202242,305000000000.0,0.307,0.568,0.0,0
725,Pakistan,0,0,0,1,0,0,0,3,2,2,3,3,1,1,1,1,3,1,1,1,2,3,1,2,2,1,0,1,2,2,1,1,278.6,770875,214765250,279000000000.0,0.299,0.5539999999999999,0.0,0
924,Pakistan,0,0,1,0,0,0,0,3,2,2,3,3,1,1,1,1,3,1,1,1,2,3,2,2,2,1,0,1,2,2,1,1,273.0,770875,210468276,271000000000.0,0.299,0.5539999999999999,0.0,0
1123,Pakistan,0,1,0,0,0,0,0,3,2,2,3,3,1,2,2,1,2,1,1,1,2,2,2,2,2,1,0,1,2,2,1,1,267.3,770875,206055202,244000000000.0,0.273,0.556,0.0,0
1322,Pakistan,1,0,0,0,0,0,0,2,2,2,3,3,1,2,2,1,2,1,1,1,2,3,2,2,2,1,0,1,2,2,1,1,261.5,770875,201579500,231000000000.0,0.27899999999999997,0.59,0.0,0
133,Panama,0,0,0,0,0,0,1,4,4,4,4,4,4,3,4,2,3,3,4,4,4,4,4,3,2,2,3,3,4,3,3,2,51.8,74340,3847647,66800800000.0,2.186,0.488,0.0,0
331,Panama,0,0,0,0,0,1,0,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,3,2,51.1,74340,3800644,65128200000.0,2.198,0.488,0.0,0
529,Panama,0,0,0,0,1,0,0,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,3,2,50.5,74340,3753142,62219000000.0,2.1919999999999997,0.488,0.0,0
727,Panama,0,0,0,1,0,0,0,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,3,2,49.8,74340,3705246,57907700000.0,2.133,0.488,0.0,0
926,Panama,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,2,4,3,3,2,49.2,74340,3657024,54091700000.0,2.133,0.488,0.0,0
1125,Panama,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,2,4,3,3,2,48.5,74340,3608431,49921500000.0,2.133,0.488,0.0,0
332,Papua New Guinea,0,0,0,0,0,1,0,3,2,3,4,4,2,3,2,1,1,3,3,3,4,3,3,3,2,1,2,2,3,2,2,2,15.5,452860,7027332,23412495063.0,0.29,0.6890000000000001,0.0,0
530,Papua New Guinea,0,0,0,0,1,0,0,3,3,3,4,4,2,3,2,1,1,3,3,3,4,3,3,3,2,1,2,2,3,2,2,2,15.3,452860,6909701,22742613554.0,0.29,0.726,0.0,0
728,Papua New Guinea,0,0,0,1,0,0,0,3,3,3,3,3,2,2,2,1,1,3,3,3,3,3,3,3,2,1,2,2,3,1,2,2,15.0,452860,6791317,20759069103.0,0.318,0.778,0.0,0
927,Papua New Guinea,0,0,1,0,0,0,0,3,3,3,3,3,2,2,2,1,1,3,3,3,3,3,3,3,2,1,2,2,3,1,2,2,14.7,452860,6672429,21723531173.0,0.318,0.778,0.0,0
1126,Papua New Guinea,0,1,0,0,0,0,0,3,3,3,3,3,2,2,2,2,1,3,3,3,3,3,3,3,2,1,2,2,3,1,2,2,14.5,452860,6552730,23210682538.0,0.7070000000000001,0.802,0.0,0
1325,Papua New Guinea,1,0,0,0,0,0,0,3,3,3,3,3,2,2,2,1,1,3,3,3,3,3,3,3,2,1,2,2,3,1,2,2,14.2,452860,6431902,21261432791.0,0.722,0.802,0.0,0
333,Paraguay,0,0,0,0,0,1,0,3,4,3,3,4,3,2,2,1,2,2,4,3,3,3,3,2,2,1,2,2,3,3,2,2,17.7,397302,7025763,40384691791.0,0.526,0.973,0.128,0
531,Paraguay,0,0,0,0,1,0,0,3,4,3,3,4,3,2,2,1,2,2,4,3,3,3,3,2,2,1,2,2,3,3,2,2,17.5,397302,6943739,39008900332.0,0.526,0.988,0.136,0
729,Paraguay,0,0,0,1,0,0,0,3,4,3,3,4,3,2,2,1,2,2,4,3,3,3,3,2,2,1,2,2,3,3,2,2,17.3,397302,6862812,36054281572.0,0.526,0.9840000000000001,0.14300000000000002,0
928,Paraguay,0,0,1,0,0,0,0,3,4,3,3,4,3,2,2,1,2,2,4,3,3,3,3,2,2,1,2,2,3,3,3,2,17.1,397302,6783272,36164068797.0,0.526,0.987,0.151,0
1127,Paraguay,0,1,0,0,0,0,0,3,4,3,3,4,3,2,1,1,2,2,4,3,3,3,3,2,1,1,1,2,3,2,3,2,16.9,397302,6703860,40276532541.0,0.512,0.986,0.151,0
1326,Paraguay,1,0,0,0,0,0,0,3,4,3,3,4,3,2,2,1,2,1,4,3,3,3,3,2,1,1,2,2,3,2,3,2,16.7,397302,6623252,38585317743.0,0.512,0.986,0.151,0
334,Peru,0,0,0,0,0,1,0,4,4,3,4,4,3,2,3,2,2,3,4,4,4,3,3,2,2,2,2,2,4,3,2,2,24.5,1279996,31331228,222000000000.0,1.147,0.977,0.0,0
532,Peru,0,0,0,0,1,0,0,4,4,3,4,4,3,2,3,2,2,3,4,4,4,3,3,2,2,2,2,2,3,3,2,2,24.2,1279996,31036656,211000000000.0,1.0490000000000002,0.983,0.0,0
730,Peru,0,0,0,1,0,0,0,3,4,3,4,4,3,2,3,2,2,3,4,4,4,3,3,2,2,2,2,2,3,3,2,2,24.0,1279996,30741062,192000000000.0,1.3,0.9840000000000001,0.0,0
929,Peru,0,0,1,0,0,0,0,3,4,3,4,4,3,2,3,2,2,3,4,4,4,3,3,2,2,2,2,2,3,3,2,2,23.8,1279996,30444999,190000000000.0,0.968,0.9840000000000001,0.0,0
1128,Peru,0,1,0,0,0,0,0,3,4,3,4,4,3,2,3,2,2,3,4,4,4,3,3,2,2,2,2,2,3,3,2,2,23.6,1279996,30147935,201000000000.0,0.963,0.988,0.0,0
1327,Peru,1,0,0,0,0,0,0,3,4,3,4,4,3,2,3,2,2,3,4,4,4,3,3,2,2,2,2,2,3,3,2,2,23.3,1279996,29849303,201000000000.0,0.963,0.988,0.0,0
335,Philippines,0,0,0,0,0,1,0,3,3,3,3,3,2,3,3,2,2,2,4,4,4,3,2,3,2,0,0,1,3,2,3,2,355.1,298170,105893381,347000000000.0,0.995,0.943,0.0,0
533,Philippines,0,0,0,0,1,0,0,3,3,3,3,3,2,3,3,2,2,2,4,4,4,3,2,3,2,0,1,1,3,2,3,2,349.7,298170,104256076,328000000000.0,1.02,0.946,0.0,0
731,Philippines,0,0,0,1,0,0,0,3,3,3,3,3,2,3,3,2,2,2,4,4,4,3,3,3,2,1,1,1,3,2,3,2,344.2,298170,102624209,319000000000.0,1.092,0.961,0.0,0
930,Philippines,0,0,1,0,0,0,0,3,3,3,2,3,2,3,3,2,2,2,4,4,4,3,2,3,2,1,1,1,3,2,3,2,338.7,298170,100998376,306000000000.0,1.1,0.956,0.0,0
